complaint_id,date_received,product,issue,regulation,company,company_size,state,submitted_via,consumer_consent,narrative,disputed_amount,company_response,timely_response,consumer_disputed
C3103992,2021-07-31,Debt collection,Communication tactics,FDCPA,ATLAS FINANCIAL GROUP,large,FL,Postal mail,Consent provided,the response I received was a form letter. I am asking for $79.02 to be returned to me. the caller threatened action they could not take. this has been going on since 2021-05-02.,,Closed with monetary relief,Yes,No
C3104570,2021-07-31,Credit card,Charged fees or interest you didn't expect,REG_Z,SUMMIT CARD SERVICES,mid,FL,Web,Consent provided,this has been going on since 2021-05-17. I filed this complaint because the company stopped responding. I want this resolved before it affects my credit. I was charged interest despite paying the balance in full.,33.42,Closed with monetary relief,Yes,No
C3105649,2021-07-31,Prepaid card,Trouble using your card,REG_E,BLUE RIDGE COLLECTIONS,mid,WA,Web,Consent provided,my prepaid card was declined although it had a balance. I am asking the regulator to look at this. I have sent documents twice and they say they never arrived. nobody would escalate my case. the fee involved was $183.35.,183.35,Closed with monetary relief,Yes,No
C3107534,2021-07-31,Debt collection,Attempts to collect debt not owed,FDCPA,NORTHSTAR RECOVERY LLC,small,GA,Referral,Consent provided,this debt belongs to somebody else with a similar name. the response I received was a form letter. I have disputed this 7 times now. the collector is chasing a debt that was already paid. I am asking for $205.16 to be returned to me.,,Closed with monetary relief,Yes,No
C3108789,2021-07-31,Prepaid card,Trouble using your card,REG_E,SUMMIT CARD SERVICES,mid,FL,Web,Consent provided,the replacement card never arrived. I want an explanation of how the amount was calculated. the amount involved is $149.66.,149.66,Closed with explanation,Yes,No
C3100297,2021-08-01,Credit card,Problem with a purchase shown on your statement,REG_Z,PACIFIC UNION BANCORP,large,WA,Referral,Consent provided,I have disputed this 4 times now. I disputed the billing error in writing. I want this resolved before it affects my credit. I was told someone would call back and nobody did. the fee involved was $31.83. there are charges on my account I did not authorize.,31.83,Closed with non-monetary relief,Yes,No
C3101631,2021-08-01,Credit reporting,Improper use of your report,FCRA,HARBOR CREDIT UNION,mid,PA,Web,Consent provided,the representative put me on hold for over an hour. a company pulled my credit report with no permissible purpose. I want an explanation of how the amount was calculated.,,Closed with monetary relief,Yes,No
C3101853,2021-08-01,Checking or savings account,Confusing or missing disclosures,REG_E,SUMMIT CARD SERVICES,mid,GA,Postal mail,Consent provided,I need this corrected in writing. the terms on the website differ from the agreement. I have disputed this 2 times now. this is causing me real financial hardship.,94.51,Closed with monetary relief,Yes,No
C3104776,2021-08-01,Credit card,Problem with a purchase shown on your statement,REG_Z,SUMMIT CARD SERVICES,mid,TX,Web,Consent provided,the item went back but the credit never appeared. the response I received was a form letter. this is causing me real financial hardship. this has been going on since 2021-05-12.,24.77,Untimely response,No,Yes
C3101056,2021-08-02,Credit reporting,Problem with a company's investigation into an existing problem,FCRA,ATLAS FINANCIAL GROUP,large,WA,Postal mail,Consent provided,this is causing me real financial hardship. the response I received was a form letter. I am attaching the statement showing the entry. the same error came back after it was deleted. the furnisher verified the item without looking at my documents.,,Closed with non-monetary relief,Yes,No
C3102612,2021-08-02,Prepaid card,Trouble using your card,REG_E,NORTHSTAR RECOVERY LLC,small,WA,Postal mail,Consent provided,the replacement card never arrived. my account has been affected since 2021-05-11. the card was locked and nobody could tell me why. the representative put me on hold for over an hour. the fee involved was $37.06. I contacted the company on 2021-05-11 and got nowhere.,37.06,Untimely response,No,Yes
C3103692,2021-08-02,Checking or savings account,Problem with a lender or other company charging your account,REG_E,CROWN SAVINGS & TRUST,large,NC,Web,Consent provided,I need this corrected in writing. I asked for a supervisor and was refused. I am a customer of 5 years and this is how I am treated. the amount taken was more than I authorised. there are charges on my account I did not authorize.,69.98,Closed with monetary relief,Yes,No
C3105854,2021-08-02,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,BLUE RIDGE COLLECTIONS,mid,PA,Web,Consent provided,the fee involved was $23.53. the company acknowledged the problem on the phone but not in writing. someone used my debit card without my permission. nobody would escalate my case.,23.53,Closed with monetary relief,Yes,No
C3106057,2021-08-02,Credit reporting,Incorrect information on your report,FCRA,MERIDIAN NATIONAL BANK,large,OH,Web,Consent provided,I am asking the regulator to look at this. I need this corrected in writing. I asked for a supervisor and was refused. the balance being reported is wrong. I want an explanation of how the amount was calculated.,,Closed with monetary relief,Yes,No
C3107714,2021-08-02,Debt collection,Written notification about debt,FDCPA,CROWN SAVINGS & TRUST,large,NJ,Web,Consent provided,I contacted the company on 2021-07-04 and got nowhere. they could not produce validation of the debt. the company says it is following its policy but will not show me the policy. I want an explanation of how the amount was calculated. this debt belongs to somebody else with a similar name.,,Closed without relief,Yes,Yes
C3108599,2021-08-02,Credit card,Problem with a purchase shown on your statement,REG_Z,CROWN SAVINGS & TRUST,large,AZ,Web,Consent provided,I was billed twice for the same purchase. the company closed my case without telling me. I have sent documents twice and they say they never arrived. the company says it is following its policy but will not show me the policy. the item went back but the credit never appeared. I received a letter that did not address what I asked.,48.7,Closed with explanation,Yes,No
C3103196,2021-08-03,Credit card,Problem with a purchase shown on your statement,REG_Z,MERIDIAN NATIONAL BANK,large,GA,Web,Consent provided,the company says it is following its policy but will not show me the policy. I was billed twice for the same purchase. I am asking for $20.90 to be returned to me. I am attaching the statement showing the entry. I was transferred between 9 departments.,20.9,Closed with explanation,Yes,No
C3104665,2021-08-03,Credit reporting,Incorrect information on your report,FCRA,BLUE RIDGE COLLECTIONS,mid,FL,Web,Consent provided,I contacted the company on 2021-05-29 and got nowhere. an account on my credit report is not mine. the furnisher verified the item without looking at my documents. I am asking the regulator to look at this.,,Closed with monetary relief,Yes,No
C3105519,2021-08-03,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,SUMMIT CARD SERVICES,mid,GA,Web,Consent provided,I was tricked into sending a payment by someone pretending to be the bank. I was told someone would call back and nobody did. provisional credit was never applied while the investigation ran. nobody would escalate my case. I received a letter that did not address what I asked. someone used my debit card without my permission.,21.73,Closed with monetary relief,Yes,Yes
C3105570,2021-08-03,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,BLUE RIDGE COLLECTIONS,mid,NC,Web,Consent provided,"there are charges on my account I did not authorize. this is causing me real financial hardship. the amount involved is $4,466.78. provisional credit was never applied while the investigation ran.",4466.78,Untimely response,No,Yes
C3105700,2021-08-03,Credit reporting,Incorrect information on your report,FCRA,CROWN SAVINGS & TRUST,large,VA,Web,Consent provided,this has been going on since 2021-07-21. my report was accessed by a company I have no relationship with. I asked for a supervisor and was refused. I am asking for $305.49 to be returned to me. the account was paid but reports as charged off. I received a letter that did not address what I asked.,,Closed with non-monetary relief,Yes,No
C3106902,2021-08-03,Credit card,Problem with a purchase shown on your statement,REG_Z,ATLAS FINANCIAL GROUP,large,NC,Phone,Consent provided,a benefit I was promised at application does not exist. I have been given a different answer every time I call. I was billed twice for the same purchase. the online portal does not show the case at all. the merchant billed me for goods that never arrived.,28.24,Closed without relief,Yes,Yes
C3107544,2021-08-03,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,SUMMIT CARD SERVICES,mid,MA,Web,Consent provided,the fee involved was $589.57. the response I received was a form letter. the transfer could not be recalled once it left my account. this is causing me real financial hardship. I was tricked into sending a payment by someone pretending to be the bank.,589.57,Closed with non-monetary relief,Yes,Yes
C3101735,2021-08-04,Credit card,Problem with a purchase shown on your statement,REG_Z,ATLAS FINANCIAL GROUP,large,VA,Phone,Consent provided,I filed this complaint because the company stopped responding. I was billed twice for the same purchase. I asked for a supervisor and was refused. the representative put me on hold for over an hour. I disputed the billing error in writing. I am a customer of 6 years and this is how I am treated.,187.07,Closed with explanation,Yes,No
C3102415,2021-08-04,Debt collection,Written notification about debt,FDCPA,NORTHSTAR RECOVERY LLC,small,FL,Fax,Consent provided,I contacted the company on 2021-07-14 and got nowhere. the notice did not state the amount of the debt. I am a customer of 3 years and this is how I am treated.,,Closed without relief,Yes,No
C3104983,2021-08-04,Credit reporting,Incorrect information on your report,FCRA,BLUE RIDGE COLLECTIONS,mid,NJ,Web,Consent provided,nobody would escalate my case. an account on my credit report is not mine. the response I received was a form letter. I was told someone would call back and nobody did. the furnisher verified the item without looking at my documents.,,Closed with explanation,Yes,No
C3106453,2021-08-04,Credit card,Problem with a purchase shown on your statement,REG_Z,ATLAS FINANCIAL GROUP,large,GA,Web,Consent provided,the amount involved is $424.72. the representative put me on hold for over an hour. I was charged interest despite paying the balance in full. I have been given a different answer every time I call. nobody would escalate my case. I was billed twice for the same purchase.,424.72,Closed with explanation,Yes,Yes
C3100020,2021-08-05,Credit card,Charged fees or interest you didn't expect,REG_Z,HARBOR CREDIT UNION,mid,MA,Web,Consent provided,I have kept records of every call. this is causing me real financial hardship. the representative put me on hold for over an hour. I am asking the regulator to look at this. I asked for a supervisor and was refused.,78.05,Closed with explanation,Yes,No
C3101035,2021-08-05,Credit reporting,Problem with a company's investigation into an existing problem,FCRA,CROWN SAVINGS & TRUST,large,PA,Web,Consent provided,the furnisher verified the item without looking at my documents. this has been going on since 2021-07-26. I want an explanation of how the amount was calculated. an account on my credit report is not mine. the amount involved is $44.35.,,Closed with non-monetary relief,Yes,No
C3102273,2021-08-05,Credit card,"Other features, terms, or problems",REG_Z,HARBOR CREDIT UNION,mid,MA,Phone,Consent provided,I am attaching the statement showing the entry. I want an explanation of how the amount was calculated. the terms of my account changed without notice. the response I received was a form letter.,71.86,Closed with explanation,Yes,No
C3104062,2021-08-05,Credit card,Getting a credit card,REG_Z,HARBOR CREDIT UNION,mid,FL,Web,Consent provided,I have called 8 times about this. the approval terms are not the terms that were advertised. I have disputed this 8 times now.,18.35,Closed with monetary relief,Yes,No
C3104675,2021-08-05,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,CROWN SAVINGS & TRUST,large,OH,Web,Consent provided,someone used my debit card without my permission. I filed this complaint because the company stopped responding. I was tricked into sending a payment by someone pretending to be the bank. the representative put me on hold for over an hour. I was transferred between 6 departments.,448.05,Closed with monetary relief,Yes,Yes
C3106154,2021-08-05,Debt collection,Attempts to collect debt not owed,FDCPA,MERIDIAN NATIONAL BANK,large,CA,Web,Consent provided,I am asking the regulator to look at this. I want an explanation of how the amount was calculated. this debt belongs to somebody else with a similar name.,,Closed without relief,Yes,Yes
C3106319,2021-08-05,Checking or savings account,Closing an account,REG_E,MERIDIAN NATIONAL BANK,large,OH,Web,Consent provided,I filed this complaint because the company stopped responding. the bank closed my account and would not say why. I want this resolved before it affects my credit.,238.72,Closed with monetary relief,Yes,No
C3108211,2021-08-05,Credit card,Problem with a purchase shown on your statement,REG_Z,VERITY DATA SOLUTIONS,small,OH,Web,Consent provided,my account has been affected since 2021-07-03. the item went back but the credit never appeared. I contacted the company on 2021-07-03 and got nowhere.,48.82,Closed with monetary relief,Yes,No
C3100884,2021-08-06,"Money transfer, virtual currency, or money service",Money was not available when promised,REG_E,MERIDIAN NATIONAL BANK,large,NJ,Web,Consent provided,I need this corrected in writing. the amount involved is $89.35. I filed this complaint because the company stopped responding. the company held the transfer for a review with no update.,89.35,Closed with monetary relief,Yes,No
C3100936,2021-08-06,Checking or savings account,Confusing or missing disclosures,REG_E,MERIDIAN NATIONAL BANK,large,NJ,Web,Consent provided,I was not given a change in terms notice. I need this corrected in writing. the representative put me on hold for over an hour. I have sent documents twice and they say they never arrived.,220.84,Closed with monetary relief,Yes,No
C3101255,2021-08-06,Checking or savings account,Problem caused by your funds being low,REG_E,BLUE RIDGE COLLECTIONS,mid,PA,Web,Consent provided,I have sent documents twice and they say they never arrived. an overdraft fee hit a transaction authorized on a positive balance. the representative put me on hold for over an hour. the recipient never got the funds and I was not refunded.,92.24,Closed with explanation,Yes,No
C3104352,2021-08-06,Credit reporting,Incorrect information on your report,FCRA,MERIDIAN NATIONAL BANK,large,AZ,Web,Consent provided,I want an explanation of how the amount was calculated. I am attaching the statement showing the entry. I am asking the regulator to look at this. I filed this complaint because the company stopped responding. I want this resolved before it affects my credit.,,Closed with explanation,Yes,No
C3105645,2021-08-06,Credit reporting,Incorrect information on your report,FCRA,VERITY DATA SOLUTIONS,small,MA,Web,Consent provided,an account on my credit report is not mine. I have been given a different answer every time I call. the company says it is following its policy but will not show me the policy.,,Closed with non-monetary relief,Yes,No
C3107797,2021-08-06,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,BLUE RIDGE COLLECTIONS,mid,NY,Referral,Consent provided,I want this resolved before it affects my credit. the response I received was a form letter. I am asking for $33.69 to be returned to me. the transfer could not be recalled once it left my account. I was tricked into sending a payment by someone pretending to be the bank.,33.69,Closed with non-monetary relief,Yes,Yes
C3100593,2021-08-07,Credit card,Getting a credit card,REG_Z,SUMMIT CARD SERVICES,mid,FL,Web,Consent provided,I filed this complaint because the company stopped responding. I am a customer of 8 years and this is how I am treated. the amount involved is $819.84. I want an explanation of how the amount was calculated. the approval terms are not the terms that were advertised. they could not produce validation of the debt.,819.84,Closed with non-monetary relief,Yes,No
C3100960,2021-08-07,Credit reporting,Incorrect information on your report,FCRA,MERIDIAN NATIONAL BANK,large,PA,Postal mail,Consent provided,an account on my credit report is not mine. there is a hard inquiry I never authorised. I want an explanation of how the amount was calculated. I am attaching the statement showing the entry.,,Closed with explanation,Yes,Yes
C3101807,2021-08-07,Credit reporting,Problem with a company's investigation into an existing problem,FCRA,VERITY DATA SOLUTIONS,small,TX,Web,Consent provided,I am asking the regulator to look at this. my account has been affected since 2021-06-30. I asked for a supervisor and was refused.,,Closed with non-monetary relief,Yes,No
C3106136,2021-08-07,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,CROWN SAVINGS & TRUST,large,MI,Web,Consent provided,this is causing me real financial hardship. the transfer could not be recalled once it left my account. I have disputed this 3 times now. a company debited my account after I revoked authorisation. I reported the scam the same day and the funds were already gone.,30.66,Closed with monetary relief,Yes,No
C3108551,2021-08-07,Credit reporting,Incorrect information on your report,FCRA,MERIDIAN NATIONAL BANK,large,NC,Phone,Consent provided,an account on my credit report is not mine. the balance being reported is wrong. my account has been affected since 2021-06-18. I am attaching the statement showing the entry.,,Closed with non-monetary relief,Yes,No
C3100355,2021-08-08,Checking or savings account,Managing an account,REG_E,CEDAR POINT LENDING,small,FL,Web,Consent provided,I filed this complaint because the company stopped responding. the fee involved was $503.22. I could not get into online banking for days. the furnisher verified the item without looking at my documents. my direct deposit went to the wrong account.,503.22,Closed with monetary relief,Yes,No
C3100871,2021-08-08,Credit reporting,Problem with a company's investigation into an existing problem,FCRA,SUMMIT CARD SERVICES,mid,MI,Referral,Consent provided,I asked for a supervisor and was refused. the furnisher verified the item without looking at my documents. the representative put me on hold for over an hour. I was transferred between 9 departments. I have sent documents twice and they say they never arrived.,,Closed without relief,Yes,No
C3101304,2021-08-08,Credit reporting,Problem with a company's investigation into an existing problem,FCRA,ATLAS FINANCIAL GROUP,large,MA,Fax,Consent provided,I received a form letter saying the item was verified. the furnisher verified the item without looking at my documents. this has been going on since 2021-06-21. the representative put me on hold for over an hour. I have sent documents twice and they say they never arrived. I have kept records of every call.,,Closed with non-monetary relief,Yes,No
C3102649,2021-08-08,Checking or savings account,Managing an account,REG_E,CROWN SAVINGS & TRUST,large,MA,Phone,Consent provided,I could not get into online banking for days. I received a letter that did not address what I asked. I am asking the regulator to look at this.,403.28,Closed with monetary relief,Yes,No
C3105833,2021-08-08,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,SUMMIT CARD SERVICES,mid,WA,Fax,Consent provided,I was tricked into sending a payment by someone pretending to be the bank. I have disputed this 3 times now. I want this resolved before it affects my credit. the bank said the transaction was authorized because a PIN was used.,194.59,Closed with explanation,Yes,No
C3108929,2021-08-08,Credit reporting,Incorrect information on your report,FCRA,CROWN SAVINGS & TRUST,large,FL,Web,Consent provided,there are charges on my account I did not authorize. my account has been affected since 2021-07-30. the account was paid but reports as charged off. an account on my credit report is not mine. I have sent documents twice and they say they never arrived.,,Closed with monetary relief,Yes,No
C3100011,2021-08-09,Credit card,Charged fees or interest you didn't expect,REG_Z,ATLAS FINANCIAL GROUP,large,GA,Phone,Consent provided,the promotional rate ended earlier than I was told. I have disputed this 9 times now. I was transferred between 9 departments. I have been given a different answer every time I call. my account has been affected since 2021-06-14.,543.88,Closed with monetary relief,Yes,No
C3100785,2021-08-09,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,SUMMIT CARD SERVICES,mid,PA,Web,Consent provided,I was transferred between 3 departments. I am a customer of 3 years and this is how I am treated. a company pulled my credit report with no permissible purpose. there are charges on my account I did not authorize. my account has been affected since 2021-05-30.,24.76,Closed with monetary relief,Yes,No
C3101123,2021-08-09,Credit card,"Other features, terms, or problems",REG_Z,CROWN SAVINGS & TRUST,large,VA,Web,Consent provided,I have called 2 times about this. I have disputed this 2 times now. the company says it is following its policy but will not show me the policy.,41.91,Closed with monetary relief,Yes,No
C3101425,2021-08-09,Credit reporting,Problem with a company's investigation into an existing problem,FCRA,MERIDIAN NATIONAL BANK,large,OH,Web,Consent provided,I am asking for $87.22 to be returned to me. I want an explanation of how the amount was calculated. the company closed my case without telling me. the same error came back after it was deleted. I am a customer of 3 years and this is how I am treated. an account on my credit report is not mine.,,Closed with non-monetary relief,Yes,Yes
C3101759,2021-08-09,Checking or savings account,Confusing or missing disclosures,REG_E,SUMMIT CARD SERVICES,mid,GA,Web,Consent provided,I have kept records of every call. I was transferred between 4 departments. the fee schedule was never given to me before the account opened.,83.37,Untimely response,No,No
C3105014,2021-08-09,Credit card,"Other features, terms, or problems",REG_Z,CROWN SAVINGS & TRUST,large,MI,Fax,Consent provided,I have sent documents twice and they say they never arrived. I am attaching the statement showing the entry. I have disputed this 5 times now. a benefit I was promised at application does not exist.,176.45,Closed with explanation,Yes,No
C3107578,2021-08-09,Credit reporting,Problem with a company's investigation into an existing problem,FCRA,CROWN SAVINGS & TRUST,large,NY,Web,Consent provided,I want this resolved before it affects my credit. I have kept records of every call. I received a form letter saying the item was verified. nobody would escalate my case.,,Closed with monetary relief,Yes,No
C3108109,2021-08-09,Credit reporting,Incorrect information on your report,FCRA,HARBOR CREDIT UNION,mid,MI,Web,Consent provided,I am asking the regulator to look at this. there is a hard inquiry I never authorised. I am attaching the statement showing the entry. the account was paid but reports as charged off. the company says it is following its policy but will not show me the policy.,,Closed with monetary relief,Yes,Yes
C3101510,2021-08-10,Credit reporting,Incorrect information on your report,FCRA,CROWN SAVINGS & TRUST,large,NC,Phone,Consent provided,the representative put me on hold for over an hour. I am a customer of 7 years and this is how I am treated. the account was paid but reports as charged off. I have sent documents twice and they say they never arrived.,,Closed with monetary relief,Yes,No
C3104146,2021-08-10,Credit reporting,Improper use of your report,FCRA,CROWN SAVINGS & TRUST,large,FL,Postal mail,Consent provided,the furnisher verified the item without looking at my documents. the fee involved was $53.88. the representative put me on hold for over an hour. I want this resolved before it affects my credit. a company pulled my credit report with no permissible purpose. I want an explanation of how the amount was calculated.,,Closed with monetary relief,Yes,No
C3105809,2021-08-10,Debt collection,Attempts to collect debt not owed,FDCPA,ATLAS FINANCIAL GROUP,large,NY,Referral,Consent provided,the amount involved is $285.43. the company acknowledged the problem on the phone but not in writing. I am attaching the statement showing the entry. I am asking for $285.43 to be returned to me. this is causing me real financial hardship.,,Closed without relief,Yes,Yes
C3106504,2021-08-10,Credit reporting,Improper use of your report,FCRA,BLUE RIDGE COLLECTIONS,mid,NC,Phone,Consent provided,I was told someone would call back and nobody did. my report was accessed by a company I have no relationship with. there is a hard inquiry I never authorised. an account on my credit report is not mine. I have disputed this 5 times now.,,Closed with monetary relief,Yes,No
C3107451,2021-08-10,Credit card,Problem with a purchase shown on your statement,REG_Z,CROWN SAVINGS & TRUST,large,MA,Web,Consent provided,the company closed my case without telling me. I am attaching the statement showing the entry. I was billed twice for the same purchase. I disputed the billing error in writing.,540.96,Closed with monetary relief,Yes,No
C3100115,2021-08-11,Debt collection,Attempts to collect debt not owed,FDCPA,ATLAS FINANCIAL GROUP,large,MI,Web,Consent provided,the collector is chasing a debt that was already paid. I am a customer of 5 years and this is how I am treated. the company says it is following its policy but will not show me the policy. this has been going on since 2021-08-01.,,Closed without relief,Yes,Yes
C3102869,2021-08-11,Credit card,Charged fees or interest you didn't expect,REG_Z,BLUE RIDGE COLLECTIONS,mid,GA,Web,Consent provided,the representative put me on hold for over an hour. I want an explanation of how the amount was calculated. I was told someone would call back and nobody did. I was billed twice for the same purchase. I have kept records of every call. a fee appeared that no disclosure mentioned.,207.5,Closed with monetary relief,Yes,No
C3104340,2021-08-11,Credit card,Charged fees or interest you didn't expect,REG_Z,CROWN SAVINGS & TRUST,large,IL,Web,Consent provided,the promotional rate ended earlier than I was told. the response I received was a form letter. I have disputed this 6 times now. the representative put me on hold for over an hour.,129.79,Closed with monetary relief,Yes,No
C3105424,2021-08-11,Credit reporting,Incorrect information on your report,FCRA,HARBOR CREDIT UNION,mid,GA,Web,Consent provided,an account on my credit report is not mine. I received a form letter saying the item was verified. the company acknowledged the problem on the phone but not in writing. I am asking the regulator to look at this.,,Closed with explanation,Yes,No
C3106390,2021-08-11,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,ATLAS FINANCIAL GROUP,large,AZ,Web,Consent provided,there are charges on my account I did not authorize. the company says it is following its policy but will not show me the policy. this is causing me real financial hardship. someone used my debit card without my permission. I was told someone would call back and nobody did. I am attaching the statement showing the entry. the transfer could not be recalled once it left my account.,130.02,Closed with monetary relief,Yes,No
C3106845,2021-08-11,Credit card,Problem with a purchase shown on your statement,REG_Z,MERIDIAN NATIONAL BANK,large,TX,Web,Consent provided,I received a letter that did not address what I asked. I want an explanation of how the amount was calculated. the merchant billed me for goods that never arrived.,115.85,Closed with explanation,Yes,Yes
C3102446,2021-08-12,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,ATLAS FINANCIAL GROUP,large,VA,Referral,Consent provided,I am attaching the statement showing the entry. I was tricked into sending a payment by someone pretending to be the bank. the response I received was a form letter.,159.06,Closed with non-monetary relief,Yes,No
C3103383,2021-08-12,Credit card,Problem with a purchase shown on your statement,REG_Z,MERIDIAN NATIONAL BANK,large,OH,Web,Consent provided,this has been going on since 2021-06-21. the item went back but the credit never appeared. the company closed my case without telling me. a fee appeared that no disclosure mentioned. I was billed twice for the same purchase.,207.08,Closed with monetary relief,Yes,No
C3106370,2021-08-12,Credit card,Problem with a purchase shown on your statement,REG_Z,HARBOR CREDIT UNION,mid,CA,Web,Consent provided,the company acknowledged the problem on the phone but not in writing. I was billed twice for the same purchase. I was transferred between 3 departments. the company closed my case without telling me. I have kept records of every call.,137.84,Untimely response,No,No
C3107278,2021-08-12,Credit reporting,Problem with a company's investigation into an existing problem,FCRA,SUMMIT CARD SERVICES,mid,MI,Web,Consent provided,the amount involved is $202.57. an account on my credit report is not mine. an account on my credit report is not mine. I received a form letter saying the item was verified. I am asking for $202.57 to be returned to me. the company closed my case without telling me.,,Closed with non-monetary relief,Yes,No
C3107614,2021-08-12,Debt collection,Attempts to collect debt not owed,FDCPA,NORTHSTAR RECOVERY LLC,small,WA,Web,Consent provided,I contacted the company on 2021-05-20 and got nowhere. I asked for a supervisor and was refused. I am asking the regulator to look at this. I was told someone would call back and nobody did.,,Closed with non-monetary relief,Yes,No
C3104179,2021-08-13,Debt collection,Attempts to collect debt not owed,FDCPA,CROWN SAVINGS & TRUST,large,MA,Web,Consent provided,I asked for a supervisor and was refused. I need this corrected in writing. I was told someone would call back and nobody did. they could not produce validation of the debt.,,Closed with explanation,Yes,Yes
C3104236,2021-08-13,Credit reporting,Incorrect information on your report,FCRA,HARBOR CREDIT UNION,mid,WA,Postal mail,Consent provided,I asked for a supervisor and was refused. I am asking for $46.51 to be returned to me. I have sent documents twice and they say they never arrived. the furnisher verified the item without looking at my documents. the balance being reported is wrong.,,Closed with non-monetary relief,Yes,Yes
C3104404,2021-08-13,Prepaid card,Trouble using your card,REG_E,ATLAS FINANCIAL GROUP,large,FL,Postal mail,Consent provided,the replacement card never arrived. my account has been affected since 2021-06-21. the transfer was promised in minutes and took days. I am asking the regulator to look at this. I was told someone would call back and nobody did. the card was locked and nobody could tell me why.,106.78,Closed with monetary relief,Yes,No
C3105145,2021-08-13,Prepaid card,Trouble using your card,REG_E,VERITY DATA SOLUTIONS,small,IL,Web,Consent provided,I received a letter that did not address what I asked. I need this corrected in writing. the card was locked and nobody could tell me why. I am asking the regulator to look at this. the representative put me on hold for over an hour.,42.6,Closed with monetary relief,Yes,No
C3105680,2021-08-13,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,SUMMIT CARD SERVICES,mid,OH,Web,Consent provided,I am asking for $45.79 to be returned to me. the bank said the transaction was authorized because a PIN was used. I am attaching the statement showing the entry. I was transferred between 8 departments. I was tricked into sending a payment by someone pretending to be the bank.,45.79,Closed with monetary relief,Yes,No
C3106100,2021-08-13,Checking or savings account,Problem with a lender or other company charging your account,REG_E,MERIDIAN NATIONAL BANK,large,MA,Web,Consent provided,a company debited my account after I revoked authorisation. I contacted the company on 2021-06-14 and got nowhere. the recurring payment kept coming after I cancelled. the response I received was a form letter. I am asking for $562.09 to be returned to me.,562.09,Closed with monetary relief,Yes,No
C3107727,2021-08-13,Credit card,Problem with a purchase shown on your statement,REG_Z,ATLAS FINANCIAL GROUP,large,TX,Web,Consent provided,I was transferred between 5 departments. I disputed the billing error in writing. the item went back but the credit never appeared. this is causing me real financial hardship. I have called 5 times about this. I filed this complaint because the company stopped responding. the caller threatened action they could not take.,26.56,Closed with monetary relief,Yes,No
C3107738,2021-08-13,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,ATLAS FINANCIAL GROUP,large,WA,Web,Consent provided,provisional credit was never applied while the investigation ran. I was transferred between 7 departments. the company closed my case without telling me. the terms on the website differ from the agreement. someone used my debit card without my permission.,52.79,Closed with monetary relief,Yes,No
C3100165,2021-08-14,Checking or savings account,Problem caused by your funds being low,REG_E,PACIFIC UNION BANCORP,large,MI,Phone,Consent provided,I have called 9 times about this. I have kept records of every call. I was charged several overdraft fees in one day.,240.95,Closed with non-monetary relief,Yes,Yes
C3102403,2021-08-14,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,HARBOR CREDIT UNION,mid,GA,Web,Consent provided,my account has been affected since 2021-05-31. the bank said the transaction was authorized because a PIN was used. I am asking for $550.73 to be returned to me.,550.73,Closed with monetary relief,Yes,No
C3104105,2021-08-14,Credit card,Problem with a purchase shown on your statement,REG_Z,ATLAS FINANCIAL GROUP,large,IL,Web,Consent provided,the item went back but the credit never appeared. the representative put me on hold for over an hour. I have sent documents twice and they say they never arrived. I received a letter that did not address what I asked.,26.38,Closed with monetary relief,Yes,No
C3104663,2021-08-14,Credit reporting,Problem with a company's investigation into an existing problem,FCRA,MERIDIAN NATIONAL BANK,large,AZ,Web,Consent provided,I received a form letter saying the item was verified. I contacted the company on 2021-06-24 and got nowhere. I am asking for $59.64 to be returned to me. an account on my credit report is not mine. the furnisher verified the item without looking at my documents.,,Closed with non-monetary relief,Yes,Yes
C3107208,2021-08-14,Credit reporting,Incorrect information on your report,FCRA,MERIDIAN NATIONAL BANK,large,CA,Web,Consent provided,an account on my credit report is not mine. a company pulled my credit report with no permissible purpose. nobody would escalate my case. the balance being reported is wrong. I am attaching the statement showing the entry.,,Closed with monetary relief,Yes,No
C3100629,2021-08-15,Credit card,Charged fees or interest you didn't expect,REG_Z,VERITY DATA SOLUTIONS,small,MA,Phone,Consent provided,I am attaching the statement showing the entry. I was charged interest despite paying the balance in full. the company says it is following its policy but will not show me the policy.,30.34,Closed with non-monetary relief,Yes,No
C3103864,2021-08-15,Debt collection,Written notification about debt,FDCPA,PACIFIC UNION BANCORP,large,FL,Phone,Consent provided,they could not produce validation of the debt. I received a letter that did not address what I asked. I am a customer of 5 years and this is how I am treated.,,Closed with monetary relief,Yes,Yes
